table_key,tre_dataset_key,filename,table_role,canonical_column,expected_tre_source_column,mapping_status,notes
msk_wider,msk_without_sports,active_blackpool_msk_cohort_without_sports.csv,wider msk,Age,Age,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_wider,msk_without_sports,active_blackpool_msk_cohort_without_sports.csv,wider msk,Sex,Sex,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_wider,msk_without_sports,active_blackpool_msk_cohort_without_sports.csv,wider msk,EthnicityNationalCodeDesc,EthnicityNationalCodeDesc,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
msk_wider,msk_without_sports,active_blackpool_msk_cohort_without_sports.csv,wider msk,PostcodeLAName,PostcodeLAName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
msk_wider,msk_without_sports,active_blackpool_msk_cohort_without_sports.csv,wider msk,Index_of_Multiple_Deprivation_IMD_Decile,Index_of_Multiple_Deprivation_IMD_Decile,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,sha256_hash,sha256_hash,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Identifier used in the existing real TRE workflow.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Cohort,Cohort,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Inpatient_Timeframe,Inpatient_Timeframe,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,EpisodeId,EpisodeId,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,SpellID,SpellID,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,AdmissionDate,AdmissionDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,DischargeDate,DischargeDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,EpisodeStart,EpisodeStart,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Episodeend,Episodeend,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Specialty,Specialty,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,MethodOfAdmission,MethodOfAdmission,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_1,Diagnosis_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_1_des,Diagnosis_1_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_2,Diagnosis_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_2_des,Diagnosis_2_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_3,Diagnosis_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_3_des,Diagnosis_3_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_4,Diagnosis_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_4_des,Diagnosis_4_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_5,Diagnosis_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_5_des,Diagnosis_5_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_6,Diagnosis_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_6_des,Diagnosis_6_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_7,Diagnosis_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Diagnosis_7_des,Diagnosis_7_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_1,Procedure_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_1_des,Procedure_1_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_2,Procedure_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_2_des,Procedure_2_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_3,Procedure_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_3_des,Procedure_3_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_4,Procedure_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_4_des,Procedure_4_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_5,Procedure_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_5_des,Procedure_5_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_6,Procedure_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_6_des,Procedure_6_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_7,Procedure_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Procedure_7_des,Procedure_7_des,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,DateOfBirth,DateOfBirth,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,DateOfDeath,DateOfDeath,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Age,Age,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Sex,Sex,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,EthnicityNationalCodeDesc,EthnicityNationalCodeDesc,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,PostcodeLAName,PostcodeLAName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
inpatient_wider,inpatient_msk,active_blackpool_inpatient_msk_.csv,wider inpatient,Index_of_Multiple_Deprivation_IMD_Decile,Index_of_Multiple_Deprivation_IMD_Decile,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,sha256_hash_nhs_no,sha256_hash_nhs_no,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Preferred identifier from existing TRE notebook; final patient/event role is re-verified by cohort overlap/uniqueness in the workflow.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,sha256_hash_aeattendno,sha256_hash_aeattendno,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Preferred identifier from existing TRE notebook; final patient/event role is re-verified by cohort overlap/uniqueness in the workflow.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,AgeAttendance,AgeAttendance,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Gender,Gender,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,ArrivalDate,ArrivalDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,ArrivalHour,ArrivalHour,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,ArrivalDateTime,ArrivalDateTime,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,SourceAEReferral,SourceAEReferral,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Emergency_Care_Chief_Complaint,Emergency_Care_Chief_Complaint,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,PresentingComplaint_explan,PresentingComplaint_explan,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_1,Diagnostic_Code_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_2,Diagnostic_Code_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_3,Diagnostic_Code_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_4,Diagnostic_Code_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_5,Diagnostic_Code_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_6,Diagnostic_Code_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Diagnostic_Code_7,Diagnostic_Code_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_1,Investigation_Code_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_2,Investigation_Code_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_3,Investigation_Code_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_4,Investigation_Code_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_5,Investigation_Code_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_6,Investigation_Code_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Investigation_Code_7,Investigation_Code_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_1,Treatment_Code_1,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_2,Treatment_Code_2,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_3,Treatment_Code_3,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_4,Treatment_Code_4,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_5,Treatment_Code_5,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_6,Treatment_Code_6,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Treatment_Code_7,Treatment_Code_7,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Specialty,Specialty,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,MovementArea,MovementArea,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Discharge_Status,Discharge_Status,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Discharge_Status_DES,Discharge_Status_DES,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Discharge_Destination,Discharge_Destination,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Departure,Departure,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,LOS,LOS,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real ED attendance/date field expected from prior EDA/workflow.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,ModeOfArrival,ModeOfArrival,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,ModeOfArrivalText,ModeOfArrivalText,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,DateOfBirth,DateOfBirth,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,DateOfDeath,DateOfDeath,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,EthnicityNationalCodeDesc,EthnicityNationalCodeDesc,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,PostcodeLAName,PostcodeLAName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
ed_wider,msk_without_sports_ed,active_blackpool_msk_cohort_without_sports_ed.csv,wider ed,Index_of_Multiple_Deprivation_IMD_Decile,Index_of_Multiple_Deprivation_IMD_Decile,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,sha256_hash_nhs_no,sha256_hash_nhs_no,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Identifier used in the existing real TRE workflow.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,ReferralObservationId,ReferralObservationId,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,FirstMSKReferralDate,FirstMSKReferralDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Observed in prior real-data EDA; analytical meaning of FirstMSKDate still requires final source-owner confirmation.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,FirstMSKDate,FirstMSKDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Observed in prior real-data EDA; analytical meaning of FirstMSKDate still requires final source-owner confirmation.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,FirstMSKSlotSession,FirstMSKSlotSession,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,LastMSKDate,LastMSKDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Observed in prior real-data EDA; analytical meaning of FirstMSKDate still requires final source-owner confirmation.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,LastMSKSlotSession,LastMSKSlotSession,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,DischargedOrNot,DischargedOrNot,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,NewMSKReferralDate,NewMSKReferralDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,NewMSK_TargetOrganisationName,NewMSK_TargetOrganisationName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,NewMSKReferralObservationId,NewMSKReferralObservationId,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,NewOtherReferralDate,NewOtherReferralDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,NewOther_TargetOrganisationName,NewOther_TargetOrganisationName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,NewOtherReferralObservationId,NewOtherReferralObservationId,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,DateOfBirth,DateOfBirth,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,DateOfDeath,DateOfDeath,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,Age,Age,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,Sex,Sex,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,EthnicityNationalCodeDesc,EthnicityNationalCodeDesc,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,PostcodeLAName,PostcodeLAName,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
msk_sports,only_msk_sports,active_blackpool_only_msk_sports.csv,sports msk,Index_of_Multiple_Deprivation_IMD_Decile,Index_of_Multiple_Deprivation_IMD_Decile,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real cohort profiling/confounding field; missingness must be reassessed on each extract.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,sha256_hash,sha256_hash,TRE_NOTEBOOK_CONFIRMED_IDENTIFIER,Identifier used in the existing real TRE workflow.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Cohort,Cohort,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,Inpatient_Timeframe,Inpatient_Timeframe,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,EpisodeId,EpisodeId,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,SpellID,SpellID,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
inpatient_sports,inpatient_msk_sports,active_blackpool_inpatient_msk_sports.csv,sports inpatient,AdmissionDate,AdmissionDate,EXPECTED_FROM_EXISTING_REAL_DATA_WORKFLOW,Real inpatient structure; downstream admission outcome is counted at spell level.
